activityName,activityCategoryName,activityStartDate [ms],activityStartDate,activityEndDate [ms],activityEndDate,activityDuration [ms],activityDuration
classes,Work,1530671035586,Wed Jul 04 07:53:55 GMT+05:30 2018,1530677302748,Wed Jul 04 09:38:22 GMT+05:30 2018,6267162,1 h 44 min
Commute,Transport,1530677302748,Wed Jul 04 09:38:22 GMT+05:30 2018,1530678022748,Wed Jul 04 09:50:22 GMT+05:30 2018,720000,12 min
Eating,Eating,1530678022748,Wed Jul 04 09:50:22 GMT+05:30 2018,1530679762748,Wed Jul 04 10:19:22 GMT+05:30 2018,1740000,29 min
classes,Work,1530679762748,Wed Jul 04 10:19:22 GMT+05:30 2018,1530693374646,Wed Jul 04 14:06:14 GMT+05:30 2018,13611898,3 h 46 min
studying,Work,1530693374646,Wed Jul 04 14:06:14 GMT+05:30 2018,1530702176515,Wed Jul 04 16:32:56 GMT+05:30 2018,8801869,2 h 26 min
other personal tasks,Personal Tasks,1530702176515,Wed Jul 04 16:32:56 GMT+05:30 2018,1530704996515,Wed Jul 04 17:19:56 GMT+05:30 2018,2820000,47 min
other personal tasks,Personal Tasks,1530704996515,Wed Jul 04 17:19:56 GMT+05:30 2018,1530706736515,Wed Jul 04 17:48:56 GMT+05:30 2018,1740000,29 min
studying,Work,1530706736515,Wed Jul 04 17:48:56 GMT+05:30 2018,1530709511274,Wed Jul 04 18:35:11 GMT+05:30 2018,2774759,46 min
Eating,Eating,1530709511274,Wed Jul 04 18:35:11 GMT+05:30 2018,1530712391274,Wed Jul 04 19:23:11 GMT+05:30 2018,2880000,48 min
wasting time ,Wasted Time,1530712391274,Wed Jul 04 19:23:11 GMT+05:30 2018,1530718422704,Wed Jul 04 21:03:42 GMT+05:30 2018,6031430,1 h 40 min
Break,Health,1530718422704,Wed Jul 04 21:03:42 GMT+05:30 2018,1530719868254,Wed Jul 04 21:27:48 GMT+05:30 2018,1445550,24 min
studying,Work,1530719868254,Wed Jul 04 21:27:48 GMT+05:30 2018,1530722338159,Wed Jul 04 22:08:58 GMT+05:30 2018,2469905,41 min
Break,Health,1530722338159,Wed Jul 04 22:08:58 GMT+05:30 2018,1530722878473,Wed Jul 04 22:17:58 GMT+05:30 2018,540314,9 min
studying,Work,1530722878473,Wed Jul 04 22:17:58 GMT+05:30 2018,1530727138473,Wed Jul 04 23:28:58 GMT+05:30 2018,4260000,1 h 11 min
Break,Health,1530727138473,Wed Jul 04 23:28:58 GMT+05:30 2018,1530728229902,Wed Jul 04 23:47:09 GMT+05:30 2018,1091429,18 min
wasting time ,Wasted Time,1530728229902,Wed Jul 04 23:47:09 GMT+05:30 2018,1530732231764,Thu Jul 05 00:53:51 GMT+05:30 2018,4001862,1 h 6 min
studying,Work,1530732231764,Thu Jul 05 00:53:51 GMT+05:30 2018,1530737452686,Thu Jul 05 02:20:52 GMT+05:30 2018,5220922,1 h 27 min
Break,Health,1530737452686,Thu Jul 05 02:20:52 GMT+05:30 2018,1530739155293,Thu Jul 05 02:49:15 GMT+05:30 2018,1702607,28 min
morning routine,Chores,1530739155293,Thu Jul 05 02:49:15 GMT+05:30 2018,1530739995293,Thu Jul 05 03:03:15 GMT+05:30 2018,840000,14 min
Sleep,Rest,1530739995293,Thu Jul 05 03:03:15 GMT+05:30 2018,1530756473149,Thu Jul 05 07:37:53 GMT+05:30 2018,16477856,4 h 34 min
Commute,Transport,1530756473149,Thu Jul 05 07:37:53 GMT+05:30 2018,1530757493149,Thu Jul 05 07:54:53 GMT+05:30 2018,1020000,17 min
Eating,Eating,1530757493149,Thu Jul 05 07:54:53 GMT+05:30 2018,1530759413149,Thu Jul 05 08:26:53 GMT+05:30 2018,1920000,32 min
classes,Work,1530759413149,Thu Jul 05 08:26:53 GMT+05:30 2018,1530777951281,Thu Jul 05 13:35:51 GMT+05:30 2018,18538132,5 h 8 min
sleeping in the day,Rest,1530777951281,Thu Jul 05 13:35:51 GMT+05:30 2018,1530788754983,Thu Jul 05 16:35:54 GMT+05:30 2018,10803702,3 h 
wasting time ,Wasted Time,1530788754983,Thu Jul 05 16:35:54 GMT+05:30 2018,1530789474983,Thu Jul 05 16:47:54 GMT+05:30 2018,720000,12 min
studying,Work,1530789474983,Thu Jul 05 16:47:54 GMT+05:30 2018,1530794744741,Thu Jul 05 18:15:44 GMT+05:30 2018,5269758,1 h 27 min
Break,Health,1530794744741,Thu Jul 05 18:15:44 GMT+05:30 2018,1530795085040,Thu Jul 05 18:21:25 GMT+05:30 2018,340299,5 min
studying,Work,1530795085040,Thu Jul 05 18:21:25 GMT+05:30 2018,1530795745040,Thu Jul 05 18:32:25 GMT+05:30 2018,660000,11 min
Break,Health,1530795745040,Thu Jul 05 18:32:25 GMT+05:30 2018,1530796578339,Thu Jul 05 18:46:18 GMT+05:30 2018,833299,13 min
studying,Work,1530796578339,Thu Jul 05 18:46:18 GMT+05:30 2018,1530799953341,Thu Jul 05 19:42:33 GMT+05:30 2018,3375002,56 min
Eating,Eating,1530799953341,Thu Jul 05 19:42:33 GMT+05:30 2018,1530802793309,Thu Jul 05 20:29:53 GMT+05:30 2018,2839968,47 min
wasting time ,Wasted Time,1530802793309,Thu Jul 05 20:29:53 GMT+05:30 2018,1530803480217,Thu Jul 05 20:41:20 GMT+05:30 2018,686908,11 min
studying,Work,1530803480217,Thu Jul 05 20:41:20 GMT+05:30 2018,1530808114172,Thu Jul 05 21:58:34 GMT+05:30 2018,4633955,1 h 17 min
other personal tasks,Personal Tasks,1530808114172,Thu Jul 05 21:58:34 GMT+05:30 2018,1530808654172,Thu Jul 05 22:07:34 GMT+05:30 2018,540000,9 min
wasting time ,Wasted Time,1530808654172,Thu Jul 05 22:07:34 GMT+05:30 2018,1530808787639,Thu Jul 05 22:09:47 GMT+05:30 2018,133467,2 min
studying,Work,1530808787639,Thu Jul 05 22:09:47 GMT+05:30 2018,1530809432879,Thu Jul 05 22:20:32 GMT+05:30 2018,645240,10 min
internet time waste,Wasted Time,1530809432879,Thu Jul 05 22:20:32 GMT+05:30 2018,1530818600185,Fri Jul 06 00:53:20 GMT+05:30 2018,9167306,2 h 32 min
studying,Work,1530818600185,Fri Jul 06 00:53:20 GMT+05:30 2018,1530824900185,Fri Jul 06 02:38:20 GMT+05:30 2018,6300000,1 h 45 min
WSWS,Wasted Time,1530824900185,Fri Jul 06 02:38:20 GMT+05:30 2018,1530826220185,Fri Jul 06 03:00:20 GMT+05:30 2018,1320000,22 min
WSWS,Wasted Time,1530826220185,Fri Jul 06 03:00:20 GMT+05:30 2018,1530827963250,Fri Jul 06 03:29:23 GMT+05:30 2018,1743065,29 min
Sleep,Rest,1530827963250,Fri Jul 06 03:29:23 GMT+05:30 2018,1530843132609,Fri Jul 06 07:42:12 GMT+05:30 2018,15169359,4 h 12 min
morning routine,Chores,1530843132609,Fri Jul 06 07:42:12 GMT+05:30 2018,1530843792609,Fri Jul 06 07:53:12 GMT+05:30 2018,660000,11 min
Commute,Transport,1530843792609,Fri Jul 06 07:53:12 GMT+05:30 2018,1530844752609,Fri Jul 06 08:09:12 GMT+05:30 2018,960000,16 min
other personal tasks,Personal Tasks,1530844752609,Fri Jul 06 08:09:12 GMT+05:30 2018,1530845832609,Fri Jul 06 08:27:12 GMT+05:30 2018,1080000,18 min
classes,Work,1530845832609,Fri Jul 06 08:27:12 GMT+05:30 2018,1530867018211,Fri Jul 06 14:20:18 GMT+05:30 2018,21185602,5 h 53 min
Eating,Eating,1530867018211,Fri Jul 06 14:20:18 GMT+05:30 2018,1530869206470,Fri Jul 06 14:56:46 GMT+05:30 2018,2188259,36 min
sleeping in the day,Rest,1530869206470,Fri Jul 06 14:56:46 GMT+05:30 2018,1530886601868,Fri Jul 06 19:46:41 GMT+05:30 2018,17395398,4 h 49 min
Eating,Eating,1530886601868,Fri Jul 06 19:46:41 GMT+05:30 2018,1530889721868,Fri Jul 06 20:38:41 GMT+05:30 2018,3120000,52 min
wasting time ,Wasted Time,1530889721868,Fri Jul 06 20:38:41 GMT+05:30 2018,1530892503631,Fri Jul 06 21:25:03 GMT+05:30 2018,2781763,46 min
studying,Work,1530892503631,Fri Jul 06 21:25:03 GMT+05:30 2018,1530897942618,Fri Jul 06 22:55:42 GMT+05:30 2018,5438987,1 h 30 min
internet time waste,Wasted Time,1530897942618,Fri Jul 06 22:55:42 GMT+05:30 2018,1530907300455,Sat Jul 07 01:31:40 GMT+05:30 2018,9357837,2 h 35 min
WSWS,Wasted Time,1530907300455,Sat Jul 07 01:31:40 GMT+05:30 2018,1530922121795,Sat Jul 07 05:38:41 GMT+05:30 2018,14821340,4 h 7 min
Sleep,Rest,1530922121795,Sat Jul 07 05:38:41 GMT+05:30 2018,1530938021795,Sat Jul 07 10:03:41 GMT+05:30 2018,15900000,4 h 25 min
internet time waste,Wasted Time,1530938021795,Sat Jul 07 10:03:41 GMT+05:30 2018,1530941189901,Sat Jul 07 10:56:29 GMT+05:30 2018,3168106,52 min
Eating,Eating,1530941189901,Sat Jul 07 10:56:29 GMT+05:30 2018,1530943949901,Sat Jul 07 11:42:29 GMT+05:30 2018,2760000,46 min
studying,Work,1530943949901,Sat Jul 07 11:42:29 GMT+05:30 2018,1530953729901,Sat Jul 07 14:25:29 GMT+05:30 2018,9780000,2 h 43 min
wasting time ,Wasted Time,1530953729901,Sat Jul 07 14:25:29 GMT+05:30 2018,1530955839309,Sat Jul 07 15:00:39 GMT+05:30 2018,2109408,35 min
studying,Work,1530955839309,Sat Jul 07 15:00:39 GMT+05:30 2018,1530962176727,Sat Jul 07 16:46:16 GMT+05:30 2018,6337418,1 h 45 min
Break,Health,1530962176727,Sat Jul 07 16:46:16 GMT+05:30 2018,1530966232488,Sat Jul 07 17:53:52 GMT+05:30 2018,4055761,1 h 7 min
studying,Work,1530966232488,Sat Jul 07 17:53:52 GMT+05:30 2018,1530970781267,Sat Jul 07 19:09:41 GMT+05:30 2018,4548779,1 h 15 min
Break,Health,1530970781267,Sat Jul 07 19:09:41 GMT+05:30 2018,1530972401267,Sat Jul 07 19:36:41 GMT+05:30 2018,1620000,27 min
Eating,Eating,1530972401267,Sat Jul 07 19:36:41 GMT+05:30 2018,1530975746140,Sat Jul 07 20:32:26 GMT+05:30 2018,3344873,55 min
studying,Work,1530975746140,Sat Jul 07 20:32:26 GMT+05:30 2018,1530978746140,Sat Jul 07 21:22:26 GMT+05:30 2018,3000000,50 min
Break,Health,1530978746140,Sat Jul 07 21:22:26 GMT+05:30 2018,1530982996583,Sat Jul 07 22:33:16 GMT+05:30 2018,4250443,1 h 10 min
Sleep,Rest,1530982996583,Sat Jul 07 22:33:16 GMT+05:30 2018,1531016273815,Sun Jul 08 07:47:53 GMT+05:30 2018,33277232,9 h 14 min
internet time waste,Wasted Time,1531016273815,Sun Jul 08 07:47:53 GMT+05:30 2018,1531018793815,Sun Jul 08 08:29:53 GMT+05:30 2018,2520000,42 min
morning routine,Chores,1531018793815,Sun Jul 08 08:29:53 GMT+05:30 2018,1531021588354,Sun Jul 08 09:16:28 GMT+05:30 2018,2794539,46 min
Eating,Eating,1531021588354,Sun Jul 08 09:16:28 GMT+05:30 2018,1531022460815,Sun Jul 08 09:31:00 GMT+05:30 2018,872461,14 min
Eating,Eating,1531022460815,Sun Jul 08 09:31:00 GMT+05:30 2018,1531028400815,Sun Jul 08 11:10:00 GMT+05:30 2018,5940000,1 h 39 min
reward!,reward,1531028400815,Sun Jul 08 11:10:00 GMT+05:30 2018,1531038759448,Sun Jul 08 14:02:39 GMT+05:30 2018,10358633,2 h 52 min
Commute,Transport,1531038759448,Sun Jul 08 14:02:39 GMT+05:30 2018,1531040679448,Sun Jul 08 14:34:39 GMT+05:30 2018,1920000,32 min
classes,Work,1531040679448,Sun Jul 08 14:34:39 GMT+05:30 2018,1531067979448,Sun Jul 08 22:09:39 GMT+05:30 2018,27300000,7 h 35 min
internet time waste,Wasted Time,1531067979448,Sun Jul 08 22:09:39 GMT+05:30 2018,1531071325653,Sun Jul 08 23:05:25 GMT+05:30 2018,3346205,55 min
Sleep,Rest,1531071325653,Sun Jul 08 23:05:25 GMT+05:30 2018,1531100667469,Mon Jul 09 07:14:27 GMT+05:30 2018,29341816,8 h 9 min
morning routine,Chores,1531100667469,Mon Jul 09 07:14:27 GMT+05:30 2018,1531101627469,Mon Jul 09 07:30:27 GMT+05:30 2018,960000,16 min
Eating,Eating,1531101627469,Mon Jul 09 07:30:27 GMT+05:30 2018,1531102947469,Mon Jul 09 07:52:27 GMT+05:30 2018,1320000,22 min
classes,Work,1531102947469,Mon Jul 09 07:52:27 GMT+05:30 2018,1531122937012,Mon Jul 09 13:25:37 GMT+05:30 2018,19989543,5 h 33 min
Commute,Transport,1531122937012,Mon Jul 09 13:25:37 GMT+05:30 2018,1531123717012,Mon Jul 09 13:38:37 GMT+05:30 2018,780000,13 min
sleeping in the day,Rest,1531123717012,Mon Jul 09 13:38:37 GMT+05:30 2018,1531134577012,Mon Jul 09 16:39:37 GMT+05:30 2018,10860000,3 h 1 min
studying,Work,1531134577012,Mon Jul 09 16:39:37 GMT+05:30 2018,1531137464135,Mon Jul 09 17:27:44 GMT+05:30 2018,2887123,48 min
studying,Work,1531137464135,Mon Jul 09 17:27:44 GMT+05:30 2018,1531138694127,Mon Jul 09 17:48:14 GMT+05:30 2018,1229992,20 min
wasting time ,Wasted Time,1531138694127,Mon Jul 09 17:48:14 GMT+05:30 2018,1531139354127,Mon Jul 09 17:59:14 GMT+05:30 2018,660000,11 min
studying,Work,1531139354127,Mon Jul 09 17:59:14 GMT+05:30 2018,1531144810555,Mon Jul 09 19:30:10 GMT+05:30 2018,5456428,1 h 30 min
Eating,Eating,1531144810555,Mon Jul 09 19:30:10 GMT+05:30 2018,1531146855240,Mon Jul 09 20:04:15 GMT+05:30 2018,2044685,34 min
other personal tasks,Personal Tasks,1531146855240,Mon Jul 09 20:04:15 GMT+05:30 2018,1531149735240,Mon Jul 09 20:52:15 GMT+05:30 2018,2880000,48 min
studying,Work,1531149735240,Mon Jul 09 20:52:15 GMT+05:30 2018,1531154288917,Mon Jul 09 22:08:08 GMT+05:30 2018,4553677,1 h 15 min
internet time waste,Wasted Time,1531154288917,Mon Jul 09 22:08:08 GMT+05:30 2018,1531155822457,Mon Jul 09 22:33:42 GMT+05:30 2018,1533540,25 min
Break,Health,1531155822457,Mon Jul 09 22:33:42 GMT+05:30 2018,1531156962457,Mon Jul 09 22:52:42 GMT+05:30 2018,1140000,19 min
studying,Work,1531156962457,Mon Jul 09 22:52:42 GMT+05:30 2018,1531160875124,Mon Jul 09 23:57:55 GMT+05:30 2018,3912667,1 h 5 min
internet time waste,Wasted Time,1531160875124,Mon Jul 09 23:57:55 GMT+05:30 2018,1531165710642,Tue Jul 10 01:18:30 GMT+05:30 2018,4835518,1 h 20 min
qns,studying,1531165710642,Tue Jul 10 01:18:30 GMT+05:30 2018,1531167630642,Tue Jul 10 01:50:30 GMT+05:30 2018,1920000,32 min
WSWS,Wasted Time,1531167630642,Tue Jul 10 01:50:30 GMT+05:30 2018,1531168457790,Tue Jul 10 02:04:17 GMT+05:30 2018,827148,13 min
understanding,studying,1531168457790,Tue Jul 10 02:04:17 GMT+05:30 2018,1531169005974,Tue Jul 10 02:13:25 GMT+05:30 2018,548184,9 min
understanding,studying,1531169005974,Tue Jul 10 02:13:25 GMT+05:30 2018,1531169305974,Tue Jul 10 02:18:25 GMT+05:30 2018,300000,5 min
qns,studying,1531169305974,Tue Jul 10 02:18:25 GMT+05:30 2018,1531170221458,Tue Jul 10 02:33:41 GMT+05:30 2018,915484,15 min
internet time waste,Wasted Time,1531170221458,Tue Jul 10 02:33:41 GMT+05:30 2018,1531170837993,Tue Jul 10 02:43:57 GMT+05:30 2018,616535,10 min
Sleep,Rest,1531170837993,Tue Jul 10 02:43:57 GMT+05:30 2018,1531188777993,Tue Jul 10 07:42:57 GMT+05:30 2018,17940000,4 h 59 min
Commute,Transport,1531188777993,Tue Jul 10 07:42:57 GMT+05:30 2018,1531190397993,Tue Jul 10 08:09:57 GMT+05:30 2018,1620000,27 min
Eating,Eating,1531190397993,Tue Jul 10 08:09:57 GMT+05:30 2018,1531191657993,Tue Jul 10 08:30:57 GMT+05:30 2018,1260000,21 min
morning routine,Chores,1531191657993,Tue Jul 10 08:30:57 GMT+05:30 2018,1531192437993,Tue Jul 10 08:43:57 GMT+05:30 2018,780000,13 min
classes,Work,1531192437993,Tue Jul 10 08:43:57 GMT+05:30 2018,1531211232670,Tue Jul 10 13:57:12 GMT+05:30 2018,18794677,5 h 13 min
sleeping in the day,Rest,1531211232670,Tue Jul 10 13:57:12 GMT+05:30 2018,1531223154969,Tue Jul 10 17:15:54 GMT+05:30 2018,11922299,3 h 18 min
wasting time ,Wasted Time,1531223154969,Tue Jul 10 17:15:54 GMT+05:30 2018,1531224271040,Tue Jul 10 17:34:31 GMT+05:30 2018,1116071,18 min
internet time waste,Wasted Time,1531224271040,Tue Jul 10 17:34:31 GMT+05:30 2018,1531227640525,Tue Jul 10 18:30:40 GMT+05:30 2018,3369485,56 min
wasting time ,Wasted Time,1531227640525,Tue Jul 10 18:30:40 GMT+05:30 2018,1531231120525,Tue Jul 10 19:28:40 GMT+05:30 2018,3480000,58 min
Eating,Eating,1531231120525,Tue Jul 10 19:28:40 GMT+05:30 2018,1531234504812,Tue Jul 10 20:25:04 GMT+05:30 2018,3384287,56 min
memorizing,studying,1531234504812,Tue Jul 10 20:25:04 GMT+05:30 2018,1531240330616,Tue Jul 10 22:02:10 GMT+05:30 2018,5825804,1 h 37 min
internet time waste,Wasted Time,1531240330616,Tue Jul 10 22:02:10 GMT+05:30 2018,1531246264582,Tue Jul 10 23:41:04 GMT+05:30 2018,5933966,1 h 38 min
Sleep,Rest,1531246264582,Tue Jul 10 23:41:04 GMT+05:30 2018,1531274536940,Wed Jul 11 07:32:16 GMT+05:30 2018,28272358,7 h 51 min
morning routine,Chores,1531274536940,Wed Jul 11 07:32:16 GMT+05:30 2018,1531275316940,Wed Jul 11 07:45:16 GMT+05:30 2018,780000,13 min
Commute,Transport,1531275316940,Wed Jul 11 07:45:16 GMT+05:30 2018,1531275920655,Wed Jul 11 07:55:20 GMT+05:30 2018,603715,10 min
classes,Work,1531275920655,Wed Jul 11 07:55:20 GMT+05:30 2018,1531296175406,Wed Jul 11 13:32:55 GMT+05:30 2018,20254751,5 h 37 min
sleeping in the day,Rest,1531296175406,Wed Jul 11 13:32:55 GMT+05:30 2018,1531304695406,Wed Jul 11 15:54:55 GMT+05:30 2018,8520000,2 h 22 min
other personal tasks,Personal Tasks,1531304695406,Wed Jul 11 15:54:55 GMT+05:30 2018,1531306520870,Wed Jul 11 16:25:20 GMT+05:30 2018,1825464,30 min
memorizing,studying,1531306520870,Wed Jul 11 16:25:20 GMT+05:30 2018,1531307720870,Wed Jul 11 16:45:20 GMT+05:30 2018,1200000,20 min
wasting time ,Wasted Time,1531307720870,Wed Jul 11 16:45:20 GMT+05:30 2018,1531309785087,Wed Jul 11 17:19:45 GMT+05:30 2018,2064217,34 min
Break,Health,1531309785087,Wed Jul 11 17:19:45 GMT+05:30 2018,1531313791073,Wed Jul 11 18:26:31 GMT+05:30 2018,4005986,1 h 6 min
qns,studying,1531313791073,Wed Jul 11 18:26:31 GMT+05:30 2018,1531315267939,Wed Jul 11 18:51:07 GMT+05:30 2018,1476866,24 min
understanding,studying,1531315267939,Wed Jul 11 18:51:07 GMT+05:30 2018,1531315896216,Wed Jul 11 19:01:36 GMT+05:30 2018,628277,10 min
qns,studying,1531315896216,Wed Jul 11 19:01:36 GMT+05:30 2018,1531317919510,Wed Jul 11 19:35:19 GMT+05:30 2018,2023294,33 min
Break,Health,1531317919510,Wed Jul 11 19:35:19 GMT+05:30 2018,1531319299510,Wed Jul 11 19:58:19 GMT+05:30 2018,1380000,23 min
WSWS,Wasted Time,1531319299510,Wed Jul 11 19:58:19 GMT+05:30 2018,1531320739510,Wed Jul 11 20:22:19 GMT+05:30 2018,1440000,24 min
understanding,studying,1531320739510,Wed Jul 11 20:22:19 GMT+05:30 2018,1531321901689,Wed Jul 11 20:41:41 GMT+05:30 2018,1162179,19 min
memorizing,studying,1531321901689,Wed Jul 11 20:41:41 GMT+05:30 2018,1531322343517,Wed Jul 11 20:49:03 GMT+05:30 2018,441828,7 min
other personal tasks,Personal Tasks,1531322343517,Wed Jul 11 20:49:03 GMT+05:30 2018,1531322432270,Wed Jul 11 20:50:32 GMT+05:30 2018,88753,1 min
qns,studying,1531322432270,Wed Jul 11 20:50:32 GMT+05:30 2018,1531323938611,Wed Jul 11 21:15:38 GMT+05:30 2018,1506341,25 min
Break,Health,1531323938611,Wed Jul 11 21:15:38 GMT+05:30 2018,1531324142752,Wed Jul 11 21:19:02 GMT+05:30 2018,204141,3 min
qns,studying,1531324142752,Wed Jul 11 21:19:02 GMT+05:30 2018,1531326807807,Wed Jul 11 22:03:27 GMT+05:30 2018,2665055,44 min
Break,Health,1531326807807,Wed Jul 11 22:03:27 GMT+05:30 2018,1531327775814,Wed Jul 11 22:19:35 GMT+05:30 2018,968007,16 min
internet time waste,Wasted Time,1531327775814,Wed Jul 11 22:19:35 GMT+05:30 2018,1531329642063,Wed Jul 11 22:50:42 GMT+05:30 2018,1866249,31 min
qns,studying,1531329642063,Wed Jul 11 22:50:42 GMT+05:30 2018,1531333911511,Thu Jul 12 00:01:51 GMT+05:30 2018,4269448,1 h 11 min
internet time waste,Wasted Time,1531333911511,Thu Jul 12 00:01:51 GMT+05:30 2018,1531335927985,Thu Jul 12 00:35:27 GMT+05:30 2018,2016474,33 min
qns,studying,1531335927985,Thu Jul 12 00:35:27 GMT+05:30 2018,1531337247985,Thu Jul 12 00:57:27 GMT+05:30 2018,1320000,22 min
qns,studying,1531337247985,Thu Jul 12 00:57:27 GMT+05:30 2018,1531338095053,Thu Jul 12 01:11:35 GMT+05:30 2018,847068,14 min
wasting time ,Wasted Time,1531338095053,Thu Jul 12 01:11:35 GMT+05:30 2018,1531338335053,Thu Jul 12 01:15:35 GMT+05:30 2018,240000,4 min
qns,studying,1531338335053,Thu Jul 12 01:15:35 GMT+05:30 2018,1531340198358,Thu Jul 12 01:46:38 GMT+05:30 2018,1863305,31 min
wasting time ,Wasted Time,1531340198358,Thu Jul 12 01:46:38 GMT+05:30 2018,1531341639749,Thu Jul 12 02:10:39 GMT+05:30 2018,1441391,24 min
Sleep,Rest,1531341639749,Thu Jul 12 02:10:39 GMT+05:30 2018,1531359445900,Thu Jul 12 07:07:25 GMT+05:30 2018,17806151,4 h 56 min
morning routine,Chores,1531359445900,Thu Jul 12 07:07:25 GMT+05:30 2018,1531361305900,Thu Jul 12 07:38:25 GMT+05:30 2018,1860000,31 min
Commute,Transport,1531361305900,Thu Jul 12 07:38:25 GMT+05:30 2018,1531362803317,Thu Jul 12 08:03:23 GMT+05:30 2018,1497417,24 min
Eating,Eating,1531362803317,Thu Jul 12 08:03:23 GMT+05:30 2018,1531364303317,Thu Jul 12 08:28:23 GMT+05:30 2018,1500000,25 min
classes,Work,1531364303317,Thu Jul 12 08:28:23 GMT+05:30 2018,1531383443317,Thu Jul 12 13:47:23 GMT+05:30 2018,19140000,5 h 19 min
internet time waste,Wasted Time,1531383443317,Thu Jul 12 13:47:23 GMT+05:30 2018,1531384824124,Thu Jul 12 14:10:24 GMT+05:30 2018,1380807,23 min
sleeping in the day,Rest,1531384824124,Thu Jul 12 14:10:24 GMT+05:30 2018,1531394711767,Thu Jul 12 16:55:11 GMT+05:30 2018,9887643,2 h 44 min
wasting time ,Wasted Time,1531394711767,Thu Jul 12 16:55:11 GMT+05:30 2018,1531395311767,Thu Jul 12 17:05:11 GMT+05:30 2018,600000,10 min
understanding,studying,1531395311767,Thu Jul 12 17:05:11 GMT+05:30 2018,1531396723476,Thu Jul 12 17:28:43 GMT+05:30 2018,1411709,23 min
other personal tasks,Personal Tasks,1531396723476,Thu Jul 12 17:28:43 GMT+05:30 2018,1531397443476,Thu Jul 12 17:40:43 GMT+05:30 2018,720000,12 min
planning,Personal Tasks,1531397443476,Thu Jul 12 17:40:43 GMT+05:30 2018,1531398436405,Thu Jul 12 17:57:16 GMT+05:30 2018,992929,16 min
qns,studying,1531398436405,Thu Jul 12 17:57:16 GMT+05:30 2018,1531403749368,Thu Jul 12 19:25:49 GMT+05:30 2018,5312963,1 h 28 min
wasting time ,Wasted Time,1531403749368,Thu Jul 12 19:25:49 GMT+05:30 2018,1531404529815,Thu Jul 12 19:38:49 GMT+05:30 2018,780447,13 min
Eating,Eating,1531404529815,Thu Jul 12 19:38:49 GMT+05:30 2018,1531406509815,Thu Jul 12 20:11:49 GMT+05:30 2018,1980000,33 min
Commute,Transport,1531406509815,Thu Jul 12 20:11:49 GMT+05:30 2018,1531406749815,Thu Jul 12 20:15:49 GMT+05:30 2018,240000,4 min
internet time waste,Wasted Time,1531406749815,Thu Jul 12 20:15:49 GMT+05:30 2018,1531409052974,Thu Jul 12 20:54:12 GMT+05:30 2018,2303159,38 min
qns,studying,1531409052974,Thu Jul 12 20:54:12 GMT+05:30 2018,1531412535469,Thu Jul 12 21:52:15 GMT+05:30 2018,3482495,58 min
internet time waste,Wasted Time,1531412535469,Thu Jul 12 21:52:15 GMT+05:30 2018,1531422007624,Fri Jul 13 00:30:07 GMT+05:30 2018,9472155,2 h 37 min
internet time waste,Wasted Time,1531422007624,Fri Jul 13 00:30:07 GMT+05:30 2018,1531422912587,Fri Jul 13 00:45:12 GMT+05:30 2018,904963,15 min
qns,studying,1531422912587,Fri Jul 13 00:45:12 GMT+05:30 2018,1531423932587,Fri Jul 13 01:02:12 GMT+05:30 2018,1020000,17 min
internet time waste,Wasted Time,1531423932587,Fri Jul 13 01:02:12 GMT+05:30 2018,1531425155724,Fri Jul 13 01:22:35 GMT+05:30 2018,1223137,20 min
qns,studying,1531425155724,Fri Jul 13 01:22:35 GMT+05:30 2018,1531428209642,Fri Jul 13 02:13:29 GMT+05:30 2018,3053918,50 min
Sleep,Rest,1531428209642,Fri Jul 13 02:13:29 GMT+05:30 2018,1531446440261,Fri Jul 13 07:17:20 GMT+05:30 2018,18230619,5 h 3 min
morning routine,Chores,1531446440261,Fri Jul 13 07:17:20 GMT+05:30 2018,1531447400261,Fri Jul 13 07:33:20 GMT+05:30 2018,960000,16 min
Commute,Transport,1531447400261,Fri Jul 13 07:33:20 GMT+05:30 2018,1531449620261,Fri Jul 13 08:10:20 GMT+05:30 2018,2220000,37 min
classes,Work,1531449620261,Fri Jul 13 08:10:20 GMT+05:30 2018,1531470120389,Fri Jul 13 13:52:00 GMT+05:30 2018,20500128,5 h 41 min
Eating,Eating,1531470120389,Fri Jul 13 13:52:00 GMT+05:30 2018,1531471788915,Fri Jul 13 14:19:48 GMT+05:30 2018,1668526,27 min
internet time waste,Wasted Time,1531471788915,Fri Jul 13 14:19:48 GMT+05:30 2018,1531472748915,Fri Jul 13 14:35:48 GMT+05:30 2018,960000,16 min
sleeping in the day,Rest,1531472748915,Fri Jul 13 14:35:48 GMT+05:30 2018,1531483501283,Fri Jul 13 17:35:01 GMT+05:30 2018,10752368,2 h 59 min
other personal tasks,Personal Tasks,1531483501283,Fri Jul 13 17:35:01 GMT+05:30 2018,1531485323808,Fri Jul 13 18:05:23 GMT+05:30 2018,1822525,30 min
understanding,studying,1531485323808,Fri Jul 13 18:05:23 GMT+05:30 2018,1531487300552,Fri Jul 13 18:38:20 GMT+05:30 2018,1976744,32 min
wasting time ,Wasted Time,1531487300552,Fri Jul 13 18:38:20 GMT+05:30 2018,1531487900552,Fri Jul 13 18:48:20 GMT+05:30 2018,600000,10 min
